Review,deskripsi_negatif,deskripsi_netral,deskripsi_positif,harga_negatif,harga_netral,harga_positif,pengiriman_negatif,pengiriman_netral,pengiriman_positif,pelayanan_negatif,pelayanan_netral,pelayanan_positif,kualitas_negatif,kualitas_netral,kualitas_positif,lain-lain
suai pesan mantaf jiwa,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
bagus bagus barang lumayann bagus,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
barang baik kemas aman rapi barang bagus suai harga pendek,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mayan dikirim random suai pesan jual tengkyuh,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
bagus barang suai pesan kirim cepat,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
barang dikirim lengkap suai pesan bagus tidak sesal terima seller pertahankan kualitas sukses kualitas produk baik produk original,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
puas baik warna tidak suai pesan,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bergonya mahal lumayan foto standar,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
bahannyatipis suai harga terima harga barang biasa,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
pendek he bahannya terawang kusut suai kualitas suai harga sist he berekspektasi tidak barang kurang lengkap kemas kirim cepat kualitas produk standar harga produk standar cepat kirim standar respon jual standar,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
jilbab tali satunya dagu jahitnya tidak kerudung satunya oke laras,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
kualitas produk ori motif adiwarna kainnya dingin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kirim cepat kemas baik,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tlong uangku dkembalikam pkai enaknya kirim barang suai kualitas produk tidak baik,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
bshsnsmsmns sjsjksjs jsjsjjsjsjsnsn nsnsjjsns sjsjjs jsjsnsn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bahannya bagus harga air muka peroleh coming soon adem hijabnya it nilai barang bagus produk original harga produk baik kilat kirim baik respon jual baik,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
pesan cepat response cepat mpacking baik bagus job,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
pendek suai harga kecewa,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
jilbabnya rusak diperhatikan langgan barang pesan orang pulak,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
barang baik laras harga barang bagus suai harga,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
hitam radak terawang navi cukup harga segitu,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
barang bagus kainnya tebel harga okee kirim cepat bayak salah kirim barang salah pilih warna tidak dikirim salah model diteliti kirim barangnya,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
akuu kerudung tali tidak jahit selebih lumayan,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bordir pinggir pet kerut tidak baik pakai necisnya tidak rapi cek kirim,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
hijabnya baik jahit kurang rapii,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sip suai kecewa jasa kirim brngnya suai pesan,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
keren baik cocok harga mantap,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
materi beda maroon milo bahan baik rose bshan bagus cukup puas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
keren cantik suka suka orang ramah terima,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
jilbabnya tidak suai pendek siku cocoknya,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
kecewa seler tidak santun kemas respon lambat barang tidak suai mocca kirim coklat jahit tidak apik bergo layer tidak sesal bersih sesal tidak pantes,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
bergo suka proses terima,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
suka barang bagus kualitas bagus oke fungsi suai pnjng tutup dada produk murah suai rasanyaa mnm kopi loh suai,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
pink beda gambar bahannya harga murah menang promo sosmed media marketing kualitas produk kurang baik,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bahan bagus corak tidak suai,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bagus suai ekspetasi jual terima do in usaha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kirim cepat suai barang warna tidak suai bahanya tipis,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
barang bagus s suai pesan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
jilbab baik cantik warna suai jilbab bagus cantik warna suai jilbab bagus cantik warna suai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
biasa barangnya lembut bahannya tidak serutnya flash deal lumayan lahh terima seller,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
plastik kerudung jelek kemas jelek barang tidak dikirim seller tidak bertanggung tidak rekomendasi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
krudung tk tidak sperti digambar tidak sperti gambar nilai orang leher nunduk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benda kado temenku senang halus paking aman seller produk original cepat baik,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
paket suai pesan bahan bagus manap,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
pesan warna coksu hitam coksu dusty teliti kemas over all bahannya bagus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
kualitas produk baik bahannya bagus pendek not bad harga segitu terima seller,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
bagus penguriman cepat kemas oke,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
kirim lumayan oke laden standar jilbab tidak suai harga,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
dasar tidak tebal tebal tipis tidak pulang angkat kaki kualitas produk standar,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tali tidak simetris kebawah kain bagus,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
harga produk baik suai pesan bahan baik kasar renda lepas benda tahan suruh overload,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
peroleh mnta ksalhpahaman pngiriman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
cusmtr kecewa diketrangan jilbab bahan wolfis suai dtng kecil,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
barangnya kerudung ukur beda materi lumayan bahanya tipis terawang,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
awai belanja sampek benda tidak suai foto jilbab bergo orang dewasa umuran kecil pokok kecewa sampek ubun ubun kualitas barang tidak bagus cepat tidak bagus,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
jilbab bentuk segitiga kecil belakangnya pendek bahan tipis suai harga kualitas produk standar,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
kurang tidak sesui foto kualitas produk kurang baik,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
simpel nan elegant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
barang bagus harga kualitas fungsi produk bagus amanah mudah ade suka insyaallah pesan mudah mudah cepat laku kampung jual ade teman temannya,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
harga mahal kirim biasa layan oke jilbabnya lumayan deskripsi,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
kecewa barang catat tidak kirim cedera kembalikan jual jujur amanah,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jahit seoerti an kenur jalur ukur kerudung pendek seller baik nilai produknya,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
benda tidak suai dikirim warna maroon kerudung,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
udaah murah apik jahit rekom corak suai ekspektasi bagus bahannya hebat cepat yaampon,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
tidak suai ekspektasikk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
senang respon cht crpat barangnya kilat suka,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
paking rapi rekomended seller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
jnck diketerangannya oval suai dateng lancip belakangnya pendek kecewa anjing,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
cancel produk tolak kecil awai suai hargalah kainnya tidak tebal,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
jelek warna suai baik proses kirim cepat,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
coksu mustard kunyitt alpa orang coksu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kecewa sungguh bahannya separah tipisnya pakai ampun tidak erti bahannya beda ukur asli ah tidak terawang kasar,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
catat smpai krdngnya kecil kcwa tidak muat,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
suka barang bagus suai pesan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
barangnya kecil,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
diperhatikan hasduh rugi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
aksi baik barangnya suai harganya sukses pelapak,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
barang bagus layan afdal barang laras gambar,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
barang diterima baik tidak suai pesan peroleh seller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pesan selamat apapun kainnya bagus suai pesan lumayan cepat sayangnya cepak tidak suai gambar,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
jual kurang paham kecewa barang tidak suai,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kecil kerudungnya tidak suai gambar kualitas produk tidak baik produk tidak original,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
lumayan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
terima paker kerudung layer darat baik kirim,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
suka barang bagus harga murah bagus kecewa aib merah jilbab corak putih,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
pesan kualitas suai harga,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
barang baik harga murah kualitas cukup baik fungsi efisien kerudung produk overall oke,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
cepat bahan adem melar suai pesan kirim pakai top hari bandung top bukalapaknya,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
hijabnya kurang suai harga lumayan foto,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ukuranya kecil ukuranya bergo diamond,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
barang baik barang bagus cepat top,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
puas kirim super cepat,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
kainnya tipis terawang pdahal harga rb an,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
hijabnya ukur tidak simetris hadeh pr surh kirim paket bicara sist kualitas produk tidak baik harga produk tidak baik,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
telalu pendek belakangnya tidak suai dipto sesal beli,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bagus dikirim suai harap harga murah riah euy terang ditulis dikirim warna random beli program flash deal terima,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
belanja kecewa turut overprice kualitas bagus jilbab pasar jujur suai unboxing paketnya auto bad mood kualitas produk kurang baik harga produk kurang baik,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
kecewa krudung tidak suai harapkan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
gongnya catat layer dkirim layer hubungi seller tidak refund danaku kilat kirim tidak bagus,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
paket laras harap harganya murah kirim lumayan cepat peroleh,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
puas barangnya kilat baik laras gambarnya warna dikirim suai request dicoba ukur suai muka recommended,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
benda baik suai ekspektasi bahan bagus respon kirim cepat,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
barang suai pesan barang suai pesan respon cepat bagus seller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
kirim biasa cepat warna suai foto tebell gerah lumayan hari terima kualitas produk baik produk original harga produk baik cepat kirim baik respon jual baik,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
ukur kerudung pendek,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
pesan jual tidak merespon chat baik kedepanya tidak alpa cedera,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
not recomended bahan panas bergo ukur bocah kecewa nilai produk tidak bagus produk tidak original,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
barang tidak produk tidak notifikasiny barang barang tidak tlv jne tanggap bertele tele,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
benda bagus barang cepat selisih musim catat barang suai gambar deskripsi recommended,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
cukup benda krg suai catat warna asli bayan foto far lumayan,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
barang tidak suai pesan minta pesan konsumen reseller tidak respon kirim pesan,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
beres upload barang pecah belah dicoba dikirimkan tidak garansi barang dikirim dlm baikk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
paket laras harga bahan tipir terawang bordir kurang rapi benang,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
lumayan puas bagus tipis bahannya,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bagus asli pic suai deskripsi mantap,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
respon jual tidak bagus barang alpa bentuk jual tidak respon dikasih model hijab hrg murah arta jual online tidak respon respon jual baik,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
bagus bagus cepat cepat respon oke,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
yee baiti longa adiwarna tawan barang original harga suai nilai kirim kilat kemas baik terima,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
kualitas produk kurang baik,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
mantap asli gambar senang warnanya suai ulang catat,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
barang jelek tidak laras,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
barang bagus harga murah riah,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
barang bagus harga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
xb bxv bx xb bzbxb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
puas jahit rapi besar enak pakai tidak sakit suai harga kirim super cepat hri,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
kirim cepat bahan diamon catat hitam milo hitam teliti,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
jahitnya,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
jerseynya tipis suai harga tokonya percaya pesan hitam kunir kunyit amblas diganti,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
kualitas produk standard diperhatikan tali ikat tidak rapi tali nyambung dipotong sehigga jahit jelek,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bagus koo harga suai kait kurangrapi letak tali tidak rapi jahit lebih bagus harga segini suka,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
oke dh barang suai pesan cepat smpai,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
barang gap gambar kecewa tidak suai jual jujur,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
thkyu hijabnya bahannya bagus jahit rapi gampang dibentuk kemas bagus kirim cepat,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
kerudung besar ternya kecil kerudung kualitas produk standar,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kirim cepat barang oke dimuka suai pesan warna,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
jilbab belakangnya pendek tidak suai difoto,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
terima kualitas produk baik produk original harga produk baik cepat kirim baik respon jual baik,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
lumayan bagus kirim cepat barang lumayan bagus,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
barang darat selamat produk suai pesan lengkap,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
kecewa jahit rapi salah warna pesan batalkan tulis warna catat tolak alas dikirin suai kirim pesan dateng bodoh harganya pergi kualitasnya buruk kaya tidak suai omong,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
bagus barang suai pesan harga jangkau,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
warnanya tidak suai bahannya tidak tebal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bergonya kecil bakir orang foto bahan suai deskrpsi bergo produk gap jilbab suai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kecewa gambarnya dewasa kerudung ukur kecil,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barang cepat amanah lumayan kurang padan harganya laris,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
mengecewkan mutiaranya lepas cost kecewa protes awas please nilai produk biasa harga produk standar cepat kirim standar respon jual standar,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
asli pic bahannya halus jatuh modelnya bagus tidak tembem pakai dalam ciput biar tidak geser promo biar koleksi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
barang cepat makasihh barang baik suai harga,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
bergo maryam panjangnya ngantung pendek kemas dam kirim cepat terima,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
service jual jual respon kecustomer tidak santun dikeluarkan kurang,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
senang bentuk hijabnya suka model hijabnya sisa jahit encer depannya rapihkan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
benda bagus puas layan mantaab respon oke bagus seller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
bagus bagus suai deskripsi terima juragan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pesan kmarin barang poko puaass barang bagus syukaa enak pakai terima,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
kecewa tidak suai foto kerudungnya pendek muka kecil seller pakai bersih foto kendati tidak kecewa,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
pesan oke warna canary tidak pke petnya tidak rapi jahit bahannya beda,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
kilat tidak gambar barangnya oke harga flash jual bahannya oke lahh semarang makasihh,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
bahan bagus cepat harga oke kasi,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
ditunggu ringan dipakai tidak senang encer dipakai tidak ribet harga murah payet kembang mutiaranya cantik awet payet mutiaranya tidak gamblang lepas bagus kualitas produk baik produk original harga produk baik kilat baik,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
barang terima gmn kecewa berat pelapak kirim barangnya gilir dkirim barang tidak status selesai barang sungguh kecewa parah,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
beda ukur kaya bergo kecil,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
terawang tidak tebel pertahankan produk,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
puas puas bngtt dn tdak mngecewakan peroleh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
produk original harga produk baik,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
beritahu belanja aman shopping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kecewa pesan total kirim pesan kurang suruh ordee suruh tulis catat tulis catat barang mala tidak kirim kirim suruh pesan x sisa respon tidak ikhlas,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ukur anakanak semuaa kualitas produk tidak baik,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bagus kalinya hijabnya nyaman alloh sukses terima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
barang bagus tipis lumayan suai jilbabnya oke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ukuranya kecil tidak suai gambar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suka warna suai pesan gambar bentuknya bahan suai deskripsi diamond,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
bisalah obat hati besalahan dikirim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mantap kukaitas bagus pemgiriman cepat peroleh sukses jayo kualitas produk baik produk original harga produk baik cepat baik respon jual baik,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
keren bagus barangnya suai harganya sukses pelapak,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
tipis pesn bngeetytt msih perjlnan hduh gawaft kualitas produk kurang baik,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
barang kirim suai pesan komplit tidak kurang terima seler go,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
giur harga murah barang kirim asalan rugi,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
tidak video fotonya aza bagus bahannya harganya wort it kualitas produk baik produk original respon jual baik,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
bagus barangnya harga capai kualitas top,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
tidak suai ekspektasi bahannya tipis jilbabnya pendek jilbab tidak pilih warna kualitas produk tidak baik produk tidak original harga produk tidak baik cepat kirim tidak baik respon jual tidak baik,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
warna tidak suai robek benang nilai barang tidak baik,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
pendek hijabnya,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bahan bagus harga segini bahan bagus harga segini suai foto panjangnya adakan pet,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
barangnya aman suai pesan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
laras harga sayangya pendek,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
kerudung kanan kirinya beda kiri pendek,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ukur kecil kualitas barang kurang baik,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bagus job keren bagus respon cepat barang cepat,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
kecil ukur,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
jilbab jelek jahit tidak corak jelek kecewa belanja wrn ungu tidak warna benang tidak belanja tidak barang tidak paksa in tidak percaya pesan kirim astagfirullah nilai produk tidak bagus,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
pesennya kerudung navy aswad aswad dikirim bellasquare dichat tidak balas,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pesan tidak awai suai seller nilai barang baik respon jual baik,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
baik belakangya pendek tidak suai,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
nilai produk baik warna tidak suai gambar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
suai pesan krudung serut jokowi navy dkrim hitam baik hti ttp dksh tlong chat dbla,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ukuranya kecil ukuranya kerudung diamond,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
jahit talinya kebawah krudung biasa tidak bergo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
kecewa jahit gaa rapi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
kecewa jilbab shalwa jilbab instan pnya lha kerudung segiempat standar baik suai catat lha not recommended seller,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bahannya kasar tipis tipis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
senang harganya laras dikantongg kapann seller uwuw kualitas produk bagus produk original harga produk baik kilat kirim baik,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
suka suka suai harap harga capai adem dipakai peroleh sukses,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
barang bagus suai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
seller cukup kilat laden chat bergonya mayan foto harganya mahal,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
kemas lumayan barang standarlah diperbaiki,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
layer pendek kesannya oto beda foto kecewa tidak,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tidak laras pesan jilbab pendek photo engak pesan,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
cocoknya pendek bahanpum kualitas minim suai harga,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
kemas baik benda laras pesan barang suai pesan dikirimnya,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
pendek bergonya muka beda ukur kecil kemas lumayan salah warna model teliti,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
layer kurang oke layer cepak kualitas materi oke,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bagus tidak komplain terima seller responsif terima,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hitam tidak laras pesann kecewa,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jelek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kirim biasa he warna jilbab gambar urai,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
paketnya ygg lambaat sampainya kemas rapi jilbabnya bahannya bagus sayangnya pendek tidak ygg gambar,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
krudung tidak suai deskripsi produk pendek dada sesal ukur pendek tidak suai terang,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
modelnya baik bahannya lemas tipis ambil corak gelap sarang model bahunya alit andok bahu orang make jilbabnya dipeniti bahu kendati tidak tenggelem make jilbabnya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
harganya tidak suai kualitasnya jilbabnya layak foto respon seller cukup bagus,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
tidak suai kirim ukuranya kecil kualitas produk tidak bagus produk tidak original,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
baik respon chat kilat pelapak santun barang suai pesan jilbabnya bagus senang barang kilat terima and el lucky store pesan,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
produk tidak sesuay boskuh gambar pelngganku kecewa perbaiki pengemesnya kirim cepat kualitas produk kurang baik,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
uda ngincer ig kebeli hihihi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
respon cepat cepat barang suai harga,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
belanja tidak amanah barang kirim kurang barang habis suai dimintain kembali dana dikasih bukti tidak respon jual tidak baik,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
puas catat suai terima,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
dusty krudung alit dikirim warna pink alpa pilih shop,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
